Date,Region,Category,Units_Sold,Revenue
2024-02-05,North,Toys,3,370.38
2024-02-05,South,Electronics,10,407.33
2024-02-05,South,Clothing,5,431.22
2024-02-05,South,Groceries,11,171.16
2024-02-05,South,Furniture,6,380.91
2024-02-05,South,Toys,5,408.41
2024-02-05,East,Electronics,5,592.81
2024-02-05,East,Clothing,7,543.85
2024-02-05,East,Groceries,10,420.21
2024-02-05,East,Furniture,7,399.12
2024-02-05,East,Toys,6,524.86
2024-02-05,West,Electronics,10,275.38
2024-02-05,West,Clothing,10,251.0
2024-02-05,West,Groceries,7,386.01
2024-02-05,West,Furniture,4,278.4
2024-02-05,West,Toys,12,390.7
2024-02-06,North,Electronics,10,255.85
2024-02-06,North,Clothing,8,414.02
2024-02-06,North,Groceries,9,296.78
2024-02-06,North,Furniture,11,477.85
2024-02-06,North,Toys,8,362.59
2024-02-06,South,Electronics,5,297.0
2024-02-06,South,Clothing,8,548.77
2024-02-06,South,Groceries,5,416.47
2024-02-06,South,Furniture,8,383.92
2024-02-06,South,Toys,12,417.38
2024-02-06,East,Electronics,10,516.56
2024-02-06,East,Clothing,9,208.02
2024-02-06,East,Groceries,0,220.19
2024-02-06,East,Furniture,11,419.2
2024-02-06,East,Toys,7,413.39
2024-02-06,West,Electronics,10,303.82
2024-02-06,West,Clothing,8,174.78
2024-02-06,West,Groceries,4,275.12
2024-02-06,West,Furniture,10,345.78
2024-02-06,West,Toys,6,273.46
2024-02-07,North,Electronics,3,369.63
2024-02-07,North,Clothing,8,398.58
2024-02-07,North,Groceries,8,445.79
2024-02-07,North,Furniture,7,179.65
2024-02-07,North,Toys,9,328.6
2024-02-07,South,Electronics,5,489.39
2024-02-07,South,Clothing,7,477.21
2024-02-07,South,Groceries,8,187.95
2024-02-07,South,Furniture,8,426.28
2024-02-07,South,Toys,5,263.86
2024-02-07,East,Electronics,6,336.75
2024-02-07,East,Clothing,7,240.88
2024-02-07,East,Groceries,15,410.73
2024-02-07,East,Furniture,6,417.57
2024-02-07,East,Toys,5,266.35
2024-02-07,West,Electronics,8,316.26
2024-02-07,West,Clothing,8,208.67
2024-02-07,West,Groceries,10,484.63
2024-02-07,West,Furniture,4,398.16
2024-02-07,West,Toys,7,416.14
2024-02-08,North,Electronics,4,435.72
2024-02-08,North,Clothing,5,426.41
2024-02-08,North,Groceries,8,387.93
2024-02-08,North,Furniture,7,392.48
2024-02-08,North,Toys,10,370.3
2024-02-08,South,Electronics,9,327.44
2024-02-08,South,Clothing,5,453.49
2024-02-08,South,Groceries,9,528.97
2024-02-08,South,Furniture,1,487.06
2024-02-08,South,Toys,11,302.31
2024-02-08,East,Electronics,7,360.6
2024-02-08,East,Clothing,12,303.09
2024-02-08,East,Groceries,7,260.04
2024-02-08,East,Furniture,13,214.56
2024-02-08,East,Toys,4,394.4
2024-02-08,West,Electronics,10,323.86
2024-02-08,West,Clothing,10,426.35
2024-02-08,West,Groceries,10,331.77
2024-02-08,West,Furniture,7,334.07
2024-02-08,West,Toys,9,231.88
2024-02-09,North,Electronics,6,355.22
2024-02-09,North,Clothing,8,180.44
2024-02-09,North,Groceries,8,529.95
2024-02-09,North,Furniture,5,409.97
2024-02-09,North,Toys,5,397.94
2024-02-09,South,Electronics,7,277.0
2024-02-09,South,Clothing,9,316.84
2024-02-09,South,Groceries,12,289.37
2024-02-09,South,Furniture,7,310.95
2024-02-09,South,Toys,6,273.54
2024-02-09,East,Electronics,7,212.46
2024-02-09,East,Clothing,8,374.72
2024-02-09,East,Groceries,9,436.37
2024-02-09,East,Furniture,7,193.84
2024-02-09,East,Toys,6,327.8
2024-02-09,West,Electronics,7,508.52
2024-02-09,West,Clothing,8,278.85
2024-02-09,West,Groceries,9,543.77
2024-02-09,West,Furniture,7,410.26
2024-02-09,West,Toys,6,346.2
2024-02-10,North,Electronics,8,391.1
2024-02-10,North,Clothing,7,563.25
2024-02-10,North,Groceries,7,383.94
2024-02-10,North,Furniture,6,268.34
2024-02-10,North,Toys,15,482.91
2024-02-10,South,Electronics,9,290.06
2024-02-10,South,Clothing,8,407.57
2024-02-10,South,Groceries,12,593.32
2024-02-10,South,Furniture,9,500.03
2024-02-10,South,Toys,7,396.49
2024-02-10,East,Electronics,8,728.44
2024-02-10,East,Clothing,9,211.39
2024-02-10,East,Groceries,9,570.13
2024-02-10,East,Furniture,4,543.32
2024-02-10,East,Toys,8,608.81
2024-02-10,West,Electronics,8,409.66
2024-02-10,West,Clothing,10,384.7
2024-02-10,West,Groceries,9,391.71
2024-02-10,West,Furniture,11,369.98
2024-02-10,West,Toys,8,765.94
2024-02-11,North,Electronics,8,484.56
2024-02-11,North,Clothing,16,543.35
2024-02-11,North,Groceries,12,611.35
2024-02-11,North,Furniture,10,313.94
2024-02-11,North,Toys,13,436.73
2024-02-11,South,Electronics,4,429.91
2024-02-11,South,Clothing,3,558.4
2024-02-11,South,Groceries,3,766.46
2024-02-11,South,Furniture,10,538.84
2024-02-11,South,Toys,7,497.97
2024-02-11,East,Electronics,8,681.83
2024-02-11,East,Clothing,8,417.31
2024-02-11,East,Groceries,10,755.96
2024-02-11,East,Furniture,7,473.99
2024-02-11,East,Toys,5,658.44
2024-02-11,West,Electronics,8,412.68
2024-02-11,West,Clothing,10,576.46
2024-02-11,West,Groceries,11,426.82
2024-02-11,West,Furniture,8,424.28
2024-02-11,West,Toys,9,615.49
2024-02-12,North,Electronics,12,561.81
2024-02-12,North,Clothing,8,494.92
2024-02-12,North,Groceries,13,284.18
2024-02-12,North,Furniture,7,371.13
2024-02-12,North,Toys,11,165.76
2024-02-12,South,Electronics,6,417.13
2024-02-12,South,Clothing,7,204.47
2024-02-12,South,Groceries,13,373.26
2024-02-12,South,Furniture,5,465.4
2024-02-12,South,Toys,5,347.24
2024-02-12,East,Electronics,7,330.75
2024-02-12,East,Clothing,11,474.61
2024-02-12,East,Groceries,8,458.46
2024-02-12,East,Furniture,5,384.15
2024-02-12,East,Toys,9,328.06
2024-02-12,West,Electronics,7,380.01
2024-02-12,West,Clothing,10,388.34
2024-02-12,West,Groceries,9,351.06
2024-02-12,West,Furniture,5,213.51
2024-02-12,West,Toys,11,462.82
2024-02-13,North,Electronics,9,323.09
2024-02-13,North,Clothing,6,339.28
2024-02-13,North,Groceries,8,321.24
2024-02-13,North,Furniture,4,216.45
2024-02-13,North,Toys,13,470.88
2024-02-13,South,Electronics,7,415.12
2024-02-13,South,Clothing,5,408.26
2024-02-13,South,Groceries,4,283.82
2024-02-13,South,Furniture,6,477.45
2024-02-13,South,Toys,8,401.38
2024-02-13,East,Electronics,8,440.37
2024-02-13,East,Clothing,6,263.1
2024-02-13,East,Groceries,13,331.84
2024-02-13,East,Furniture,2,234.31
2024-02-13,East,Toys,7,384.02
2024-02-13,West,Electronics,10,165.65
2024-02-13,West,Clothing,7,290.16
2024-02-13,West,Groceries,8,441.31
2024-02-13,West,Furniture,7,614.17
2024-02-13,West,Toys,10,414.27
2024-02-14,North,Electronics,10,573.61
2024-02-14,North,Clothing,3,171.57
2024-02-14,North,Groceries,14,700.2
2024-02-14,North,Furniture,11,420.77
2024-02-14,North,Toys,8,420.86
2024-02-14,South,Electronics,11,507.05
2024-02-14,South,Clothing,6,338.25
2024-02-14,South,Groceries,7,442.87
2024-02-14,South,Furniture,5,308.93
2024-02-14,South,Toys,10,275.34
2024-02-14,East,Electronics,8,317.62
2024-02-14,East,Clothing,5,343.57
2024-02-14,East,Groceries,4,259.68
2024-02-14,East,Furniture,11,458.65
2024-02-14,East,Toys,6,336.86
2024-02-14,West,Electronics,8,311.22
2024-02-14,West,Clothing,11,367.02
2024-02-14,West,Groceries,5,247.85
2024-02-14,West,Furniture,10,552.69
2024-02-14,West,Toys,10,345.14
2024-02-15,North,Electronics,11,329.14
2024-02-15,North,Clothing,4,313.45
2024-02-15,North,Groceries,8,412.15
2024-02-15,North,Furniture,7,355.43
2024-02-15,North,Toys,9,371.24
2024-02-15,South,Electronics,12,438.25
2024-02-15,South,Clothing,10,280.06
2024-02-15,South,Groceries,8,436.54
2024-02-15,South,Furniture,7,318.81
2024-02-15,South,Toys,6,417.58
2024-02-15,East,Electronics,10,325.72
2024-02-15,East,Clothing,7,448.6
2024-02-15,East,Groceries,8,388.78
2024-02-15,East,Furniture,10,434.82
2024-02-15,East,Toys,4,539.29
2024-02-15,West,Electronics,12,127.84
2024-02-15,West,Clothing,8,303.7
2024-02-15,West,Groceries,6,346.06
2024-02-15,West,Furniture,9,461.1
2024-02-15,West,Toys,11,439.98
2024-02-16,North,Electronics,8,439.15
2024-02-16,North,Clothing,4,227.36
2024-02-16,North,Groceries,8,436.4
2024-02-16,North,Furniture,10,361.78
2024-02-16,North,Toys,5,372.78
2024-02-16,South,Electronics,6,337.26
2024-02-16,South,Clothing,9,450.09
2024-02-16,South,Groceries,6,255.01
2024-02-16,South,Furniture,8,297.48
2024-02-16,South,Toys,9,282.93
2024-02-16,East,Electronics,7,181.36
2024-02-16,East,Clothing,6,726.45
2024-02-16,East,Groceries,13,559.48
2024-02-16,East,Furniture,10,247.37
2024-02-16,East,Toys,7,520.65
2024-02-16,West,Electronics,10,369.67
2024-02-16,West,Clothing,9,213.37
2024-02-16,West,Groceries,12,431.92
2024-02-16,West,Furniture,10,525.42
2024-02-16,West,Toys,13,312.82
2024-02-17,North,Electronics,6,231.65
2024-02-17,North,Clothing,6,378.3
2024-02-17,North,Groceries,5,424.63
2024-02-17,North,Furniture,9,344.37
2024-02-17,North,Toys,12,834.68
2024-02-17,South,Electronics,6,369.1
2024-02-17,South,Clothing,10,489.83
2024-02-17,South,Groceries,9,458.29
2024-02-17,South,Furniture,11,558.12
2024-02-17,South,Toys,9,531.67
2024-02-17,East,Electronics,10,391.73
2024-02-17,East,Clothing,12,526.85
2024-02-17,East,Groceries,12,441.39
2024-02-17,East,Furniture,11,535.98
2024-02-17,East,Toys,10,621.79
2024-02-17,West,Electronics,3,456.97
2024-02-17,West,Clothing,4,465.5
2024-02-17,West,Groceries,9,512.83
2024-02-17,West,Furniture,9,569.52
2024-02-17,West,Toys,7,387.32
2024-02-18,North,Electronics,5,465.55
2024-02-18,North,Clothing,10,538.81
2024-02-18,North,Groceries,6,620.01
2024-02-18,North,Furniture,7,632.31
2024-02-18,North,Toys,7,597.85
2024-02-18,South,Electronics,11,648.62
2024-02-18,South,Clothing,8,628.69
2024-02-18,South,Groceries,7,530.47
2024-02-18,South,Furniture,7,499.31
2024-02-18,South,Toys,11,421.15
2024-02-18,East,Electronics,5,467.58
2024-02-18,East,Clothing,11,814.19
2024-02-18,East,Groceries,9,670.96
2024-02-18,East,Furniture,7,563.8
2024-02-18,East,Toys,8,262.22
2024-02-18,West,Electronics,6,491.57
2024-02-18,West,Clothing,4,403.71
2024-02-18,West,Groceries,10,647.06
2024-02-18,West,Furniture,7,477.14
2024-02-18,West,Toys,8,413.49
2024-02-19,North,Electronics,4,359.7
2024-02-19,North,Clothing,7,608.19
2024-02-19,North,Groceries,9,418.37
2024-02-19,North,Furniture,7,376.63
2024-02-19,North,Toys,12,363.83
2024-02-19,South,Electronics,13,279.15
2024-02-19,South,Clothing,16,401.66
2024-02-19,South,Groceries,6,329.82
2024-02-19,South,Furniture,11,430.84
2024-02-19,South,Toys,3,460.14
2024-02-19,East,Electronics,7,395.65
2024-02-19,East,Clothing,7,205.61
2024-02-19,East,Groceries,10,153.52
2024-02-19,East,Furniture,11,516.37
2024-02-19,East,Toys,8,307.56
2024-02-19,West,Electronics,10,532.77
2024-02-19,West,Clothing,10,410.99
2024-02-19,West,Groceries,7,547.06
2024-02-19,West,Furniture,11,234.82
2024-02-19,West,Toys,5,581.37
2024-02-20,North,Electronics,11,434.67
2024-02-20,North,Clothing,6,352.68
2024-02-20,North,Groceries,10,315.8
2024-02-20,North,Furniture,6,490.82
2024-02-20,North,Toys,9,251.79
2024-02-20,South,Electronics,8,173.88
2024-02-20,South,Clothing,11,434.67
2024-02-20,South,Groceries,5,400.1
2024-02-20,South,Furniture,7,444.68
2024-02-20,South,Toys,7,396.17
2024-02-20,East,Electronics,6,303.43
2024-02-20,East,Clothing,6,161.41
2024-02-20,East,Groceries,8,390.53
2024-02-20,East,Furniture,8,348.89
2024-02-20,East,Toys,7,353.14
2024-02-20,West,Electronics,7,383.19
2024-02-20,West,Clothing,9,536.42
2024-02-20,West,Groceries,13,400.66
2024-02-20,West,Furniture,7,371.24
2024-02-20,West,Toys,11,571.58
2024-02-21,North,Electronics,6,251.29
2024-02-21,North,Clothing,11,437.07
2024-02-21,North,Groceries,12,365.53
2024-02-21,North,Furniture,7,286.28
2024-02-21,North,Toys,6,410.16
2024-02-21,South,Electronics,5,425.02
2024-02-21,South,Clothing,10,282.64
2024-02-21,South,Groceries,9,387.49
2024-02-21,South,Furniture,7,421.62
2024-02-21,South,Toys,9,391.77
2024-02-21,East,Electronics,8,369.21
2024-02-21,East,Clothing,13,365.47
2024-02-21,East,Groceries,13,341.78
2024-02-21,East,Furniture,6,335.67
2024-02-21,East,Toys,10,458.88
2024-02-21,West,Electronics,9,305.35
2024-02-21,West,Clothing,7,551.04
2024-02-21,West,Groceries,5,277.93
2024-02-21,West,Furniture,3,244.22
2024-02-21,West,Toys,13,462.95
2024-02-22,North,Electronics,4,590.86
2024-02-22,North,Clothing,9,379.77
2024-02-22,North,Groceries,6,385.0
2024-02-22,North,Furniture,6,375.45
2024-02-22,North,Toys,7,387.04
2024-02-22,South,Electronics,8,230.41
2024-02-22,South,Clothing,10,334.49
2024-02-22,South,Groceries,6,315.13
2024-02-22,South,Furniture,5,186.11
2024-02-22,South,Toys,12,408.69
2024-02-22,East,Electronics,12,372.38
2024-02-22,East,Clothing,3,229.96
2024-02-22,East,Groceries,13,298.01
2024-02-22,East,Furniture,5,357.39
2024-02-22,East,Toys,7,396.17
2024-02-22,West,Electronics,2,280.79
2024-02-22,West,Clothing,11,389.05
2024-02-22,West,Groceries,7,329.27
2024-02-22,West,Furniture,6,414.73
2024-02-22,West,Toys,12,450.81
2024-02-23,North,Electronics,13,303.31
2024-02-23,North,Clothing,7,305.61
2024-02-23,North,Groceries,5,219.49
2024-02-23,North,Furniture,7,437.9
2024-02-23,North,Toys,13,209.52
2024-02-23,South,Electronics,6,363.08
2024-02-23,South,Clothing,4,388.84
2024-02-23,South,Groceries,8,535.66
2024-02-23,South,Furniture,11,362.41
2024-02-23,South,Toys,8,395.08
2024-02-23,East,Electronics,2,299.11
2024-02-23,East,Clothing,6,397.63
2024-02-23,East,Groceries,9,487.52
2024-02-23,East,Furniture,8,298.21
2024-02-23,East,Toys,9,555.84
2024-02-23,West,Electronics,12,198.99
2024-02-23,West,Clothing,14,307.86
2024-02-23,West,Groceries,10,248.0
2024-02-23,West,Furniture,4,436.77
2024-02-23,West,Toys,8,442.01
2024-02-24,North,Electronics,10,448.42
2024-02-24,North,Clothing,11,659.52
2024-02-24,North,Groceries,8,518.87
2024-02-24,North,Furniture,10,371.55
2024-02-24,North,Toys,6,368.58
2024-02-24,South,Electronics,8,464.58
2024-02-24,South,Clothing,6,256.99
2024-02-24,South,Groceries,6,630.68
2024-02-24,South,Furniture,9,539.08
2024-02-24,South,Toys,6,771.95
2024-02-24,East,Electronics,10,227.35
2024-02-24,East,Clothing,6,616.93
2024-02-24,East,Groceries,9,470.92
2024-02-24,East,Furniture,4,266.36
2024-02-24,East,Toys,13,504.9
2024-02-24,West,Electronics,8,621.3
2024-02-24,West,Clothing,9,547.62
2024-02-24,West,Groceries,9,708.59
2024-02-24,West,Furniture,11,250.08
2024-02-24,West,Toys,4,719.39
2024-02-25,North,Electronics,11,453.24
2024-02-25,North,Clothing,9,404.88
2024-02-25,North,Groceries,8,556.75
2024-02-25,North,Furniture,6,607.97
2024-02-25,North,Toys,9,472.82
2024-02-25,South,Electronics,13,364.86
2024-02-25,South,Clothing,6,271.78
2024-02-25,South,Groceries,8,526.32
2024-02-25,South,Furniture,11,483.06
2024-02-25,South,Toys,10,537.22
2024-02-25,East,Electronics,8,434.5
2024-02-25,East,Clothing,9,394.64
2024-02-25,East,Groceries,8,618.86
2024-02-25,East,Furniture,7,544.0
2024-02-25,East,Toys,6,615.86
2024-02-25,West,Electronics,8,487.94
2024-02-25,West,Clothing,9,500.56
2024-02-25,West,Groceries,4,467.22
2024-02-25,West,Furniture,4,358.33
2024-02-25,West,Toys,7,487.35
2024-02-26,North,Electronics,13,355.43
2024-02-26,North,Clothing,10,253.62
2024-02-26,North,Groceries,8,199.46
2024-02-26,North,Furniture,9,505.91
2024-02-26,North,Toys,12,481.35
2024-02-26,South,Electronics,5,199.51
2024-02-26,South,Clothing,9,357.98
2024-02-26,South,Groceries,13,364.41
2024-02-26,South,Furniture,7,428.96
2024-02-26,South,Toys,10,328.96
2024-02-26,East,Electronics,8,374.62
2024-02-26,East,Clothing,12,256.75
2024-02-26,East,Groceries,9,322.29
2024-02-26,East,Furniture,5,296.46
2024-02-26,East,Toys,11,333.07
2024-02-26,West,Electronics,11,263.09
2024-02-26,West,Clothing,3,255.83
2024-02-26,West,Groceries,9,468.47
2024-02-26,West,Furniture,9,665.13
2024-02-26,West,Toys,8,530.35
2024-02-27,North,Electronics,11,200.35
2024-02-27,North,Clothing,7,326.01
2024-02-27,North,Groceries,1,390.73
2024-02-27,North,Furniture,8,402.03
2024-02-27,North,Toys,5,392.55
2024-02-27,South,Electronics,8,322.25
2024-02-27,South,Clothing,9,353.01
2024-02-27,South,Groceries,12,352.73
2024-02-27,South,Furniture,8,519.36
2024-02-27,South,Toys,9,322.01
2024-02-27,East,Electronics,12,344.86
2024-02-27,East,Clothing,8,401.78
2024-02-27,East,Groceries,10,416.55
2024-02-27,East,Furniture,5,129.79
2024-02-27,East,Toys,11,329.03
2024-02-27,West,Electronics,7,352.79
2024-02-27,West,Clothing,5,404.71
2024-02-27,West,Groceries,5,452.17
2024-02-27,West,Furniture,8,356.95
2024-02-27,West,Toys,6,388.04
2024-02-28,North,Electronics,12,404.22
2024-02-28,North,Clothing,6,362.75
2024-02-28,North,Groceries,14,495.89
2024-02-28,North,Furniture,4,624.99
2024-02-28,North,Toys,11,461.16
2024-02-28,South,Electronics,11,296.06
2024-02-28,South,Clothing,6,243.84
2024-02-28,South,Groceries,10,301.1
2024-02-28,South,Furniture,8,243.63
2024-02-28,South,Toys,3,389.89
2024-02-28,East,Electronics,7,334.66
2024-02-28,East,Clothing,5,472.4
2024-02-28,East,Groceries,4,364.73
2024-02-28,East,Furniture,4,365.37
2024-02-28,East,Toys,5,600.88
2024-02-28,West,Electronics,11,376.85
2024-02-28,West,Clothing,13,346.44
2024-02-28,West,Groceries,3,415.75
2024-02-28,West,Furniture,8,445.17
2024-02-28,West,Toys,12,341.34
2024-02-29,North,Electronics,9,315.51
2024-02-29,North,Clothing,10,285.3
2024-02-29,North,Groceries,6,345.81
2024-02-29,North,Furniture,7,366.09
2024-02-29,North,Toys,11,261.73
2024-02-29,South,Electronics,4,445.03
2024-02-29,South,Clothing,11,292.8
2024-02-29,South,Groceries,7,527.69
2024-02-29,South,Furniture,7,415.62
2024-02-29,South,Toys,9,191.06
2024-02-29,East,Electronics,9,474.65
2024-02-29,East,Clothing,6,513.28
2024-02-29,East,Groceries,6,488.08
2024-02-29,East,Furniture,10,220.42
2024-02-29,East,Toys,6,231.8
2024-02-29,West,Electronics,3,492.54
2024-02-29,West,Clothing,8,216.82
2024-02-29,West,Groceries,11,563.34
2024-02-29,West,Furniture,8,535.7
2024-02-29,West,Toys,13,364.73
2024-03-01,North,Electronics,6,438.82
2024-03-01,North,Clothing,9,330.23
2024-03-01,North,Groceries,5,465.52
2024-03-01,North,Furniture,9,485.8
2024-03-01,North,Toys,7,337.61
2024-03-01,South,Electronics,11,789.98
2024-03-01,South,Clothing,9,460.92
2024-03-01,South,Groceries,9,447.84
2024-03-01,South,Furniture,9,509.72
2024-03-01,South,Toys,6,356.63
2024-03-01,East,Electronics,8,300.32
2024-03-01,East,Clothing,7,367.4
2024-03-01,East,Groceries,8,393.77
2024-03-01,East,Furniture,4,346.35
2024-03-01,East,Toys,8,366.46
2024-03-01,West,Electronics,7,376.54
2024-03-01,West,Clothing,15,583.35
2024-03-01,West,Groceries,4,622.65
2024-03-01,West,Furniture,9,343.64
2024-03-01,West,Toys,13,712.46
2024-03-02,North,Electronics,5,937.3
2024-03-02,North,Clothing,8,560.0
2024-03-02,North,Groceries,5,656.73
2024-03-02,North,Furniture,9,750.67
2024-03-02,North,Toys,10,586.85
2024-03-02,South,Electronics,7,431.45
2024-03-02,South,Clothing,6,519.24
2024-03-02,South,Groceries,7,544.39
2024-03-02,South,Furniture,10,668.28
2024-03-02,South,Toys,7,832.69
2024-03-02,East,Electronics,8,602.32
2024-03-02,East,Clothing,3,669.55
2024-03-02,East,Groceries,6,834.54
2024-03-02,East,Furniture,5,455.59
2024-03-02,East,Toys,11,475.85
2024-03-02,West,Electronics,6,722.89
2024-03-02,West,Clothing,7,699.49
2024-03-02,West,Groceries,11,571.08
2024-03-02,West,Furniture,8,753.39
2024-03-02,West,Toys,11,525.88
2024-03-03,North,Electronics,7,846.24
2024-03-03,North,Clothing,9,608.32
2024-03-03,North,Groceries,4,515.46
2024-03-03,North,Furniture,8,626.83
2024-03-03,North,Toys,12,616.12
2024-03-03,South,Electronics,11,562.3
2024-03-03,South,Clothing,5,785.06
2024-03-03,South,Groceries,6,631.49
2024-03-03,South,Furniture,8,564.64
2024-03-03,South,Toys,13,629.07
2024-03-03,East,Electronics,6,576.51
2024-03-03,East,Clothing,9,509.91
2024-03-03,East,Groceries,5,581.39
2024-03-03,East,Furniture,16,761.71
2024-03-03,East,Toys,7,702.77
2024-03-03,West,Electronics,8,431.63
2024-03-03,West,Clothing,15,711.94
2024-03-03,West,Groceries,7,599.45
2024-03-03,West,Furniture,8,452.24
2024-03-03,West,Toys,7,826.46
2024-03-04,North,Electronics,9,468.79
2024-03-04,North,Clothing,7,782.09
2024-03-04,North,Groceries,6,533.75
2024-03-04,North,Furniture,7,377.01
2024-03-04,North,Toys,8,515.93
2024-03-04,South,Electronics,5,594.31
2024-03-04,South,Clothing,7,630.99
2024-03-04,South,Groceries,5,493.43
2024-03-04,South,Furniture,6,583.08
2024-03-04,South,Toys,8,488.9
2024-03-04,East,Electronics,7,665.7
2024-03-04,East,Clothing,9,429.04
2024-03-04,East,Groceries,9,459.83
2024-03-04,East,Furniture,10,704.11
2024-03-04,East,Toys,3,460.16
2024-03-04,West,Electronics,5,629.61
2024-03-04,West,Clothing,4,724.52
2024-03-04,West,Groceries,7,394.96
2024-03-04,West,Furniture,8,428.21
2024-03-04,West,Toys,9,561.1
2024-03-05,North,Electronics,6,456.83
2024-03-05,North,Clothing,20,389.66
2024-03-05,North,Groceries,8,584.89
2024-03-05,North,Furniture,6,476.96
2024-03-05,North,Toys,4,512.71
2024-03-05,South,Electronics,14,367.95
2024-03-05,South,Clothing,6,754.16
2024-03-05,South,Groceries,10,412.12
2024-03-05,South,Furniture,9,546.96
